"uri","answering body","answer text","answering member > label","answering member constituency","answering member printed","date of answer","uin"
"http://data.parliament.uk/resources/100499/answer","Ministry of Justice","<p>Staff employed in the Prison Service Reserve are mobile as a condition of service, and can, therefore, be permanently transferred to any civil service post. All NOMS staff can be required to serve periods of detached duty. Decisions on suitability for redeployment or detached duty will take account of an employee’s individual circumstances.</p>","Biography information for Andrew Selous","South West Bedfordshire","Andrew Selous","2014-10-28","211650"
"http://data.parliament.uk/resources/100500/answer","Ministry of Justice","<p>The creation of the Prison Service Reserve was announced in June. Staff information will be published in late November, covering the period up to 30 September.</p><p> </p><p>Recruitment for both the Prison Service Reserves and for permanent officers is progressing well. NOMS is currently aiming to appoint around 100 Reserves (full time equivalents), but with the flexibility to develop the Reserve as required. We will also be recruiting nearly 1,700 Prison Officers on permanent contracts between 1 January 2014 to 31 March 2015.</p><p> </p>","Biography information for Andrew Selous","South West Bedfordshire","Andrew Selous","2014-10-28","211648"
"http://data.parliament.uk/resources/100501/answer","Ministry of Justice","<p>Staff employed in the Prison Service Reserve are mobile as a condition of service, and can, therefore, be permanently transferred to any civil service post. All NOMS staff can be required to serve periods of detached duty. Decisions on suitability for redeployment or detached duty will take account of an employee’s individual circumstances.</p>","Biography information for Andrew Selous","South West Bedfordshire","Andrew Selous","2014-10-28","211649"
"http://data.parliament.uk/resources/100502/answer","Ministry of Justice","<p /> <p>On arrival in an establishment, the risk a prisoner presents to others and themselves, and their risk of harm from other prisoners will be assessed. Where appropriate, this will include a Cell Sharing Risk Assessment to assess a prisoner’s suitability to share accommodation. The risk assessment will consider information and intelligence from a number of sources, including known gang affiliations and conflicts if appropriate.</p><p> </p><p>In April 2014, NOMS completed the implementation of a nationally networked intelligence system - ‘Mercury’. Through the Mercury system staff are able to access intelligence linked to prisoners where a prisoner has previously been held in custody, on or in advance of a prisoner’s arrival (where a prisoner is being sent from another establishment). In addition where a prisoner has previously been held in custody, the National Offender Management Information System (NOMIS) will hold warnings to alert staff to particular risks and behaviours.</p><p> </p><p>A number of law enforcement agencies, including the police, regularly share information about prisoners to support the identification of risk. This includes prisoners with gang affiliations and conflicts.</p><p> </p><p>To ensure that prisoners are held in safe, decent and secure conditions, the risks to and from prisoners remain constantly under review. Where risks become known, establishments take appropriate steps to mitigate these risks, which may include relocating a prisoner to another wing or establishment.</p>","Biography information for Andrew Selous","South West Bedfordshire","Andrew Selous","2014-10-29","211643"
"http://data.parliament.uk/resources/100503/answer","Ministry of Justice","<p /> <p>A specialised system of restraint known as control and restraint (C&amp;R) has been developed over many years to ensure that prisoners can be controlled with minimum risk of injury to staff or prisoners. C&amp;R is a system of techniques used by a team of three officers as a last resort to bring a violent or unmanageable prisoner under control. Wherever possible staff are instructed to avoid use of force and de-escalate the situation by persuasion or negotiation. If the techniques are applied they are used for as short a time as possible.</p><p> </p><p>All prisons submit a central monthly return providing the number of times force has been used in the prison, and specifically the number of uses of C&amp;R. While this has been collated centrally since late 2009, to provide details since 2004 could only be achieved at disproportionate cost, as it would require contacting every prison individually and tracing data from prisons that have closed since 2004.</p>","Biography information for Andrew Selous","South West Bedfordshire","Andrew Selous","2014-10-29","211642"
"http://data.parliament.uk/resources/100504/answer","Ministry of Justice","<p /> <p>The Chair of the independent review of veterans in the criminal justice system, Stephen Phillips, has formally met the Advisors to the review four times. A number of the advisors have attended two visits and they are also being consulted on the text of the report.</p>","Biography information for Mike Penning","Hemel Hempstead","Mike Penning","2014-11-18","211583"
"http://data.parliament.uk/resources/100505/answer","Ministry of Justice","<p>There are no building projects planned or in delivery that are specifically intended to improve first night accommodation across the estate. Where individual first night accommodation has been identified as requiring improvement, this is taken forward locally by the Governor/Director.</p><p> </p><p>Prison Service Instruction 74/2011 Residential Services requires that prisoners have access to living accommodation, furnishings, fittings and equipment that are safe, decent and secure and which meet their individual needs, as far as practicable. Living accommodation and communal areas are also to be kept clean and maintained. Where a fault is reported residential prison staff are responsible for reporting the problem to the appropriate person for the issue to be resolved.</p><p> </p>","Biography information for Andrew Selous","South West Bedfordshire","Andrew Selous","2014-10-29","211652"
"http://data.parliament.uk/resources/100506/answer","Northern Ireland Office","<p>None. I visited Torbay in April 2014 but this was a political visit which was arranged and paid for by the Conservative Party.</p><p> </p>","Biography information for Mrs Theresa Villiers","Chipping Barnet","Mrs Theresa Villiers","2014-10-29","211531"
"http://data.parliament.uk/resources/100507/answer","Cabinet Office","<p>I refer the Hon Gentlemen to Departmental Business Plans which record all commitments, timescales for completion and progress against them. The Business Plans are fully transparent and are available at <a href="http://www.transparency.number10.gov.uk/" target="_blank">www.transparency.number10.gov.uk</a></p><p> </p>","Biography information for Mr Oliver Letwin","West Dorset","Mr Oliver Letwin","2014-10-24","211406"
"http://data.parliament.uk/resources/100508/answer","Cabinet Office","<p>I refer the Hon Gentlemen to Departmental Business Plans which record all commitments, timescales for completion and progress against them. The Business Plans are fully transparent and are available at <a href="http://www.transparency.number10.gov.uk/" target="_blank">www.transparency.number10.gov.uk</a></p><p> </p>","Biography information for Mr Oliver Letwin","West Dorset","Mr Oliver Letwin","2014-10-24","211407"
"http://data.parliament.uk/resources/100509/answer","Department for Transport","<p>We anticipate that following the recruitment process we will be able to announce the Residents’ Commissioner in December.</p><p> </p><p>The Commissioner will report to Sir David Higgins, the Chairman of HS2 Ltd. This will create a direct link to ensure that the Commissioner’s views are heard at the highest level.</p><p> </p><p>The Commissioner will be based at HS2 Ltd’s head office in Canary Wharf and will have one staff member available to provide administrative support, as well as drawing on support from relevant teams across the organisation.　 This is a new role and so resource will be reviewed in consultation with the Commissioner once in post.</p>","Biography information for Mr Robert Goodwill","Scarborough and Whitby","Mr Robert Goodwill","2014-10-29","211416"
"http://data.parliament.uk/resources/100510/answer","Department for Transport","<p>The estimated numbers of passengers on flights originating in Northern Ireland who take connecting flights from other UK airports in each of the last five years are given in the table below.</p><table><tbody><tr><td colspan="2"><strong><strong><strong><strong></strong></strong></strong></strong><p>Passengers originating in Northern Ireland who transfer at UK airports, 2009 - 2013</p><strong><strong><strong><strong></strong></strong></strong></strong><p> </p><p> </p></td></tr><tr><td><strong><strong><strong><strong></strong></strong></strong></strong><p>Year</p><strong><strong><strong><strong></strong></strong></strong></strong><p> </p><p> </p></td><td><strong><strong><strong><strong></strong></strong></strong></strong><p>Transfer passengers (000's)</p><strong><strong><strong><strong></strong></strong></strong></strong><p> </p><p> </p></td></tr><tr><td><p>2009</p><p> </p><p> </p></td><td><p>571</p><p> </p><p> </p></td></tr><tr><td><p>2010</p><p> </p><p> </p></td><td><p>506</p><p> </p><p> </p></td></tr><tr><td><p>2011</p><p> </p><p> </p></td><td><p>400</p><p> </p><p> </p></td></tr><tr><td><p>2012</p><p> </p><p> </p></td><td><p>441</p><p> </p><p> </p></td></tr><tr><td><p>2013</p><p> </p><p> </p></td><td><p>343</p><p> </p><p> </p></td></tr></tbody></table><p /> <p /> <p> </p><p /> <p> </p><p /> <p>These figures are based on data from the CAA’s passenger surveys and reflect those airports which form part of the continuous survey (Heathrow, Gatwick, Luton, Stansted and Manchester). These airports account for the majority of transfer passengers travelling from Northern Ireland.</p><p /> <p> </p><p />","Biography information for Mr Robert Goodwill","Scarborough and Whitby","Mr Robert Goodwill","2014-10-28","211412"
"http://data.parliament.uk/resources/100511/answer","Department for Transport","<p>No decisions have been taken regarding the procurement of electric rolling stock for the Midland Main Line. This will be a matter for the train operator. An announcement on this will be made in due course.</p>","Biography information for Claire Perry","Devizes","Claire Perry","2014-10-27","211462"
"http://data.parliament.uk/resources/100512/answer","Department for Transport","<p>The Maritime and Coastguard Agency will be implementing internal plans over the next 12 months to match the resources available for the conduct of marine surveying and ship inspection activities to fulfil national and international obligations.</p><p> </p><p>This will involve improving efficiency, targeting activities based on risk, different ways of working to capitalise on technology, and maximising potential income.　 This is normal management activity to match resources to tasks and will not result in a formal report.</p>","Biography information for Mr John Hayes","South Holland and The Deepings","Mr John Hayes","2014-10-29","211527"
"http://data.parliament.uk/resources/100513/answer","HM Treasury","<p>I refer the Honorable Gentleman to my earlier replies about VAT [DN: please insert correct reference]. Special provisions apply to Government Departments and health authorities that refunds VAT incurred on certain non-business activities. These are set out in section 41(3) of the VAT Act 1994.</p><p> </p><p> </p><p> </p><p>New bodies are not automatically covered by the above provisions. However, the Department for Transport and HM Treasury are considering this issue.</p><p> </p><p>Government departments are exempt from Corporation Tax, while Non-</p><p> </p><p> </p><p>Departmental Public Bodies (which the Highways agency will become) are subject to Corporation Tax on any trading and investment income and on any capital gains.</p>","Biography information for Mr David Gauke","South West Hertfordshire","Mr David Gauke","2014-10-27","211500"
"http://data.parliament.uk/resources/100514/answer","Department for Transport","<p>The attached table shows the International Maritime Organization (IMO) number and flag of each ship, in every year between 2009 and 2013, which has been detained in UK ports following a port state control inspection by the Maritime and Coastguard Agency.</p><p> </p><p>There are many reasons why a ship can be detained. Details about the detentions for each ship can be found at:</p><p><a href="https://www.parismou.org/inspection-search" target="_blank">https://www.parismou.org/inspection-search</a></p><p /> <p /> <p>and searching using the ship’s IMO Number.</p><p /> <p> </p><p /> <p>In the case of a detention, the Port State Control inspector has found serious deficiencies which demonstrate that the ship does not comply substantially with the applicable requirements of the relevant International Conventions for the ship. These serious deficiencies are considered to affect the safety of the ship, or the crew or the environment or the living and working conditions on board such that the inspector has to return to the ship to verify that all the deficiencies have been rectified before departure of the ship from the UK.</p><p /> <p /> <p> </p><p> </p>","Biography information for Mr John Hayes","South Holland and The Deepings","Mr John Hayes","2014-10-29","211528"
"http://data.parliament.uk/resources/100515/answer","Department for Transport","<p>The job is currently advertised on the HS2 website by clicking on the link to ‘Jobs’. The advert has been placed in the following media:</p><p> </p><p>From Thursday 23 October 2014: The Guardian newspaper and The Lawyer websites</p><p> </p><p>Friday 24 October 2014: Property Week publication – it will also appear on the Property Week website from 24 October</p><p> </p><p>Sunday 26 October 2014: Sunday Times – in print and online and on the Sunday Times iPAD version.</p><p><strong> </strong></p><p> </p>","Biography information for Mr Robert Goodwill","Scarborough and Whitby","Mr Robert Goodwill","2014-10-27","211589"
"http://data.parliament.uk/resources/100516/answer","Home Office","<p>The Home Office publishes guidance advising hauliers on vehicle security, but also what they should do if they believe somebody is hiding in their vehicle. This guidance is available at: <a href="https://www.gov.uk/secure-your-vehicle-to-help-stop-illegal-immigration" target="_blank">https://www.gov.uk/secure-your-vehicle-to-help-stop-illegal-immigration</a>. <br><br>This website also includes contact details for Border Force’s Clandestine Entrant Civil Penalty Team, from whom hauliers also receive advice.</p><p> </p><p> </p><p> </p>","Biography information for James Brokenshire","Old Bexley and Sidcup","James Brokenshire","2014-11-05","211639"
"http://data.parliament.uk/resources/100517/answer","Department for Transport","<p>Network Rail is responsible for managing its estates in an operationally- effective and cost-efficient way. The choice of lighting used in Network Rail’s premises is an operational matter for the company.</p><p> </p><p>The Department has no locus to mandate the type of lighting that train operating companies use on their premises. Many depots are owned by the train manufacturers rather than by Network Rail or the train operators, as the contracts for the rolling stock often include maintenance. At stations, when lighting systems are due for renewal, they would normally be replaced with the current modern equivalent standard of lighting.</p>","Biography information for Claire Perry","Devizes","Claire Perry","2014-10-28","211602"
"http://data.parliament.uk/resources/100518/answer","Department for Transport","<p>The Department for Transport will consider installation of LED lights during major refurbishment projects where cost effective to do so. Information on the proportion of lighting which is currently LED is not centrally recorded and could only be provided at disproportionate cost.</p>","Biography information for Claire Perry","Devizes","Claire Perry","2014-10-27","211601"
"http://data.parliament.uk/resources/100519/answer","Department for Transport","<p>Since December 2013 a £60million investment has delivered ten brand new Class 350 trains for Transpennine Express providing additional capacity. Fares set by TransPennine Express have not changed since January 2014.</p><p> </p><p> </p><p> </p><p>There have been no recent changes to the Northern Rail fleet.</p><p> </p><p> </p><p> </p><p>From 8 September, Northern introduced an evening peak period for the main cities during which off-peak tickets cannot be used. This will have no impact for season ticket holders. Northern believe this may reduce crowding for peak time commuters.</p><p> </p><p> </p><p> </p><p><strong> </strong></p><p> </p>","Biography information for Claire Perry","Devizes","Claire Perry","2014-10-23","905607"
"http://data.parliament.uk/resources/100520/answer","Department for Work and Pensions","<p>Short Term Benefit Advances (STBA) are only available against legacy benefits. Universal Credit has it's own system of benefit advances. The equivalent support to STBA is provided by either the Universal Credit (new claim) advance or the Universal Credit (change of circumstance) advance.</p><p> </p><p> </p><p> </p><p>Currently these costs are not reported separately. UC benefit expenditure is published in the table in the attached link</p><p> </p><p> </p><p> </p><p><a href="https://www.gov.uk/government/publications/benefit-expenditure-and-caseload-tables-2014" target="_blank">https://www.gov.uk/government/publications/benefit-expenditure-and-caseload-tables-2014</a></p><p> </p>","Biography information for Mr Mark Harper","Forest of Dean","Mr Mark Harper","2014-10-29","211598"
"http://data.parliament.uk/resources/100521/answer","Department for Work and Pensions","<p>The information requested is shown in the table below.</p><p> </p><p> </p><p> </p><p>The number of people receiving Incapacity Benefit in Barnsley East constituency, Barnsley local authority and South Yorkshire area, as at February 2014.</p><p> </p><table><tbody><tr><td><p>Date</p></td><td><p>Barnsley East constituency</p></td><td><p>Barnsley local authority</p></td><td><p>South Yorkshire</p></td></tr><tr><td><p>Feb-14</p></td><td><p>470</p></td><td><p>1,160</p></td><td><p>4,920</p></td></tr></tbody></table><p> </p><p> </p><p> </p><p>Source:</p><p> </p><p>DWP 100% WPLS.</p><p> </p><p> </p><p> </p><p>Notes:</p><p> </p><p>1. Figures have been rounded to the nearest 10.</p><p> </p><p>2. Data is up to February 2014 which is the latest data available.</p><p> </p><p>3. Figures for South Yorkshire is the sum of Barnsley, Doncaster, Rotherham and Sheffield Local Authorities.</p><p> </p><p>4. These statistics are published at:</p><p> </p><p><a href="https://www.gov.uk/government/collections/dwp-statistics-tabulation-tool" target="_blank">https://www.gov.uk/government/collections/dwp-statistics-tabulation-tool</a></p><p> </p>","Biography information for Mr Mark Harper","Forest of Dean","Mr Mark Harper","2014-10-28","211599"
"http://data.parliament.uk/resources/100522/answer","Department for Work and Pensions","<p>While the Government checks the immigration status of benefit claimants to ensure the benefit is paid properly and to prevent fraud, traditionally that information has not been collected as part of the payment administrative systems.</p><p> </p><p>However, the Government is looking at ways to reform the current administrative system under Universal Credit so that it will systematically record nationality and immigration status of migrants who make a claim.</p><p> </p><p>The Government has made a radical series of changes over the last year to restrict the access by non-UK citizens from the European Economic Area to UK benefits and tax credits. This is in order to protect the UK’s benefit system and discourage people who have no established connection with the UK from moving here, unless they have a job or a genuine prospect of work, or have savings to support themselves until they do.</p>","Biography information for Esther McVey","Wirral West","Esther McVey","2014-11-20","211618"
"http://data.parliament.uk/resources/100523/answer","HM Treasury","<p>HMRC is responsible for handling calls to the Tax Credits helpline but is unable to distinguish, at the point of contact with its telephone system, if a caller is on a low income or otherwise.</p><p> </p><p>To keep the cost of dealing with HMRC as low as possible, the department has made it cheaper to call in most cases by rolling out 03 telephone numbers and by introducing voice recognition technology to its telephone systems, this allows some customers to get the answer they need without waiting to speak to adviser.</p><p> </p><p>HMRC recognises that wait times across all lines of business are not where it, or its customers, would like them to be. Over the next few months HMRC will be migrating its existing telephone services to a new telephony platform. This will improve the way that the queuing systems work and over time, will lead to reduced wait times.</p><p> </p><p>HMRC is also looking at a number of initiatives to improve customer service and wait times. These include: greater flexible working across HMRC to improve its response to particular peaks in demand and is investing in online and digital services for the future, opening up a wider variety of channels.</p><p> </p>","Biography information for Priti Patel","Witham","Priti Patel","2014-11-03","211582"
"http://data.parliament.uk/resources/100524/answer","Cabinet Office","<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>","Biography information for Mr Rob Wilson","Reading East","Mr Rob Wilson","2014-10-27","211614"
"http://data.parliament.uk/resources/100525/answer","Department for Work and Pensions","<p /> <p>The information requested is not readily available and to provide it would incur disproportionate cost.</p>","Biography information for Mr Mark Harper","Forest of Dean","Mr Mark Harper","2014-10-29","211630"
"http://data.parliament.uk/resources/100526/answer","Department for Work and Pensions","<p /> <p>The Jobseekers (Back to Work Schemes) Act 2013, required the Secretary of State to appoint an independent person to prepare a report on the operation of sanctions validated by the legislation. The terms of reference reflect this requirement.</p><p>However, the Government Response to the Oakley Review goes wider than the terms of reference. For example, we are reviewing all claimant communications and sanctions processes, not only for those Jobseekers Allowance claimants who come under the remit of the Report, but all JSA claimants and also all Employment Support Allowance claimants.</p>","Biography information for Esther McVey","Wirral West","Esther McVey","2014-10-29","211634"
"http://data.parliament.uk/resources/100527/answer","Department for Work and Pensions","<p>The information is not available. Such information as is available on the number of people in receipt of DLA, by parliamentary constituency and local authority can be extracted using the DWP Tabtool: <a href="http://83.244.183.180/100pc/tabtool.html" target="_blank">http://83.244.183.180/100pc/tabtool.html</a></p><p> </p>","Biography information for Mr Mark Harper","Forest of Dean","Mr Mark Harper","2014-10-28","211633"
"http://data.parliament.uk/resources/100528/answer","Department for Work and Pensions","<p>HM Treasury approved the Universal Credit Strategic Outline Business Case in July 2011 and an updated business case in September 2014, as referred to on page 32 of the publication ‘Universal Credit at Work’. HM Treasury are the sole approval authority for Departmental business cases.</p>","Biography information for Mr Mark Harper","Forest of Dean","Mr Mark Harper","2014-10-30","211588"
"http://data.parliament.uk/resources/100529/answer","Department for Work and Pensions","<p /> <p>This information is published and can be found at:</p><p><a href="https://stat-xplore.dwp.gov.uk/" target="_blank">https://stat-xplore.dwp.gov.uk/</a></p><p> </p><p>Guidance for users is available at:</p><p><a href="https://sw.stat-xplore.dwp.gov.uk/webapi/online-help/Stat-Xplore_User_Guide.htm" target="_blank">https://sw.stat-xplore.dwp.gov.uk/webapi/online-help/Stat-Xplore_User_Guide.htm</a></p>","Biography information for Esther McVey","Wirral West","Esther McVey","2014-10-29","211522"
"http://data.parliament.uk/resources/100530/answer","Department for Work and Pensions","<p>This information is published and can be found at:</p><p><a href="https://stat-xplore.dwp.gov.uk/" target="_blank">https://stat-xplore.dwp.gov.uk/</a></p><p> </p><p>Guidance for users is available at:</p><p><a href="https://sw.stat-xplore.dwp.gov.uk/webapi/online-help/Stat-Xplore_User_Guide.htm" target="_blank">https://sw.stat-xplore.dwp.gov.uk/webapi/online-help/Stat-Xplore_User_Guide.htm</a></p>","Biography information for Esther McVey","Wirral West","Esther McVey","2014-10-29","211523"
"http://data.parliament.uk/resources/100531/answer","Department for Work and Pensions","<p>This information is published and can be found at:</p><p><a href="https://stat-xplore.dwp.gov.uk/" target="_blank">https://stat-xplore.dwp.gov.uk/</a></p><p> </p><p>Guidance for users is available at:</p><p><a href="https://sw.stat-xplore.dwp.gov.uk/webapi/online-help/Stat-Xplore_User_Guide.htm" target="_blank">https://sw.stat-xplore.dwp.gov.uk/webapi/online-help/Stat-Xplore_User_Guide.htm</a></p>","Biography information for Esther McVey","Wirral West","Esther McVey","2014-10-29","211524"
"http://data.parliament.uk/resources/100532/answer","Department for Work and Pensions","<p>The information requested is shown in the table below.</p><p> </p><p><strong> </strong></p><p> </p><p>The number of people receiving carer's allowance in Barnsley East constituency, Barnsley local authority and South Yorkshire area, as at February 2014.</p><p> </p><p> </p><p> </p><table><tbody><tr><td><p>Date</p></td><td><p>Barnsley East constituency</p></td><td><p>Barnsley local authority</p></td><td><p>South Yorkshire</p></td></tr><tr><td><p>Feb-14</p></td><td><p>1,670</p></td><td><p>3,790</p></td><td><p>19,340</p></td></tr></tbody></table><p> </p><p> </p><p> </p><p> </p><p> </p><p>Source: DWP 100% WPLS.</p><p> </p><p> </p><p> </p><p>Notes:</p><p> </p><ol start="1" type="1"><li>Figures are rounded to the nearest 10.</li><li>Totals show the number of people in receipt of an allowance, and excludes cases where the payment has been suspended e.g. if they are in hospital.</li><li>The South Yorkshire region is a sum of the figures for Barnsley, Doncaster, Rotherham and Sheffield local authorities.</li><li>These statistics are published at:</li></ol><p> </p><p><a href="https://www.gov.uk/government/collections/dwp-statistics-tabulation-tool" target="_blank">https://www.gov.uk/government/collections/dwp-statistics-tabulation-tool</a></p><p> </p>","Biography information for Mr Mark Harper","Forest of Dean","Mr Mark Harper","2014-10-28","211566"
"http://data.parliament.uk/resources/100533/answer","Department for Work and Pensions","<p /> <p>The information asked for is not held.</p><p> </p><p>Below is a table of the number of Asbestos visits by Health and Safety Executive Inspectors. These numbers may include more than one visit to the same premises.</p><p> </p><p>The number of inspections has reduced over the past five years due to a reduction in the number of licence holders from 559 in 2010 to 458 in 2014.</p><p> </p><table><tbody><tr><td><p><strong>Year (April – March)</strong></p></td><td><p><strong>Number of Asbestos visits</strong></p></td></tr><tr><td><p>2010 – 2011</p></td><td><p>1,872</p></td></tr><tr><td><p>2011 – 2012</p></td><td><p>1,755</p></td></tr><tr><td><p>2012 – 2013</p></td><td><p>1,522</p></td></tr><tr><td><p>2013 – 2014</p></td><td><p>1,318</p></td></tr></tbody></table><p> </p>","Biography information for Mr Mark Harper","Forest of Dean","Mr Mark Harper","2014-10-28","211627"
"http://data.parliament.uk/resources/100534/answer","Department for Work and Pensions","<p>The information you have requested is not currently available. The Department published its strategy for releasing official statistics on Universal Credit in September 2013 which can be found at:</p><p> </p><p> </p><p> </p><p><a href="https://www.gov.uk/government/collections/universal-credit-statistics" target="_blank">https://www.gov.uk/government/collections/universal-credit-statistics</a></p><p> </p><p> </p><p> </p><p>These statistics however will be published in accordance with the relevant protocols in the Code of Practice for Official Statistics.</p><p> </p><p> </p><p> </p><p>As outlined in the strategy, officials are currently quality assuring data for Universal Credit, therefore it is not yet possible to give a definitive list of what statistics will be provided in the future.</p><p> </p>","Biography information for Mr Mark Harper","Forest of Dean","Mr Mark Harper","2014-10-28","211595"
"http://data.parliament.uk/resources/100535/answer","Department for Work and Pensions","<p /> <p>The information requested is not readily available and could be provided only at disproportionate cost.</p>","Biography information for Esther McVey","Wirral West","Esther McVey","2014-10-27","211596"
"http://data.parliament.uk/resources/100536/answer","Department for Work and Pensions","<p>Short Term Benefit Advances (STBA) are only available against legacy benefits. Universal Credit has its own system of benefit advances. The equivalent support to STBA is provided by either the Universal Credit (new claim) advance or the Universal Credit (change of circumstance) advance.</p><p> </p><p>The information you have requested is not currently available. The Department published its strategy for releasing official statistics on Universal Credit in September 2013 which can be found at:</p><p><a href="https://www.gov.uk/government/collections/universal-credit-statistics" target="_blank">https://www.gov.uk/government/collections/universal-credit-statistics</a></p><p> </p><p>These statistics however will be published in accordance with the relevant protocols in the Code of Practice for Official Statistics.</p><p>As outlined in the strategy, officials are currently quality assuring data for Universal Credit, therefore it is not yet possible to give a definitive list of what statistics will be provided in the future.</p><p> </p><p> </p><p> </p>","Biography information for Mr Mark Harper","Forest of Dean","Mr Mark Harper","2014-10-29","211597"
"http://data.parliament.uk/resources/100537/answer","Department for Work and Pensions","<p>This information is published and can be found at:</p><p><a href="https://stat-xplore.dwp.gov.uk/" target="_blank">https://stat-xplore.dwp.gov.uk/</a></p><p> </p><p>Guidance for users is available at:</p><p><a href="https://sw.stat-xplore.dwp.gov.uk/webapi/online-help/Stat-Xplore_User_Guide.htm" target="_blank">https://sw.stat-xplore.dwp.gov.uk/webapi/online-help/Stat-Xplore_User_Guide.htm</a></p>","Biography information for Esther McVey","Wirral West","Esther McVey","2014-10-29","211525"
"http://data.parliament.uk/resources/100538/answer","Department for Work and Pensions","<p /> <p>Table 1 below shows the average wait (in days) for decisions on a Social Fund application for each year from 2003 and a breakdown by application type.</p><p> </p><p>No data is provided for 2014. This is because the number of applications and waiting times vary seasonally, meaning that an average only covering part of the year is not comparable with whole year averages shown from 2003-2013.</p><p> </p><table><tbody><tr><td><p><strong>Average wait (days)</strong></p></td><td><p><strong>Funeral Payments</strong></p></td><td><p><strong>Community Care Grants</strong></p></td><td><p><strong>Crisis Loans</strong></p></td><td><p><strong>Budgeting Loans</strong></p></td><td><p><strong>Sure Start Maternity Grants</strong></p></td></tr><tr><td><p><strong>2003</strong></p></td><td><p>13.1</p></td><td><p>8.3</p></td><td><p>1.2</p></td><td><p>2.7</p></td><td><p>4.7</p></td></tr><tr><td><p><strong>2004</strong></p></td><td><p>13.5</p></td><td><p>8.2</p></td><td><p>1.3</p></td><td><p>3.0</p></td><td><p>4.0</p></td></tr><tr><td><p><strong>2005</strong></p></td><td><p>12.1</p></td><td><p>7.5</p></td><td><p>1.4</p></td><td><p>2.9</p></td><td><p>4.0</p></td></tr><tr><td><p><strong>2006</strong></p></td><td><p>12.5</p></td><td><p>9.1</p></td><td><p>1.5</p></td><td><p>3.2</p></td><td><p>3.9</p></td></tr><tr><td><p><strong>2007</strong></p></td><td><p>13.4</p></td><td><p>10.9</p></td><td><p>1.6</p></td><td><p>4.5</p></td><td><p>4.8</p></td></tr><tr><td><p><strong>2008</strong></p></td><td><p>14.3</p></td><td><p>11.3</p></td><td><p>1.8</p></td><td><p>5.1</p></td><td><p>5.3</p></td></tr><tr><td><p><strong>2009</strong></p></td><td><p>14.8</p></td><td><p>13.3</p></td><td><p>2.0</p></td><td><p>5.3</p></td><td><p>5.0</p></td></tr><tr><td><p><strong>2010</strong></p></td><td><p>15.3</p></td><td><p>8.9</p></td><td><p>2.1</p></td><td><p>5.4</p></td><td><p>4.7</p></td></tr><tr><td><p><strong>2011</strong></p></td><td><p>13.1</p></td><td><p>7.5</p></td><td><p>2.1</p></td><td><p>5.0</p></td><td><p>4.3</p></td></tr><tr><td><p><strong>2012</strong></p></td><td><p>14.6</p></td><td><p>7.5</p></td><td><p>3.0</p></td><td><p>4.9</p></td><td><p>3.6</p></td></tr><tr><td><p><strong>2013</strong></p></td><td><p>17.1</p></td><td><p> </p></td><td><p> </p></td><td><p>5.5</p></td><td><p>4.0</p></td></tr></tbody></table><p> </p><p> </p><p><strong>Notes</strong></p><p><strong> </strong></p><p>1. These figures do not include applications which were processed clerically and have not yet been entered on to the Social Fund Computer System.</p><p> </p><p>2. No average wait time is reported for Community Care Grants or Crisis Loans in 2013. This is because these payments were replaced by Local Welfare Provision in March 2013.</p><p> </p><p>3. The clearance time for an individual Social Fund loan or grant is measured in whole working days from the date the application is received until the date the decision is taken. The minimum clearance time recorded for an individual case is one working day, even if the application is cleared immediately.</p><p> </p><p>4. Cold Weather Payments are not included in Table 1. These are made automatically if the claimant is eligible at the time of the cold weather trigger, so there is no decision to be made.</p><p> </p><p>5. All figures are provided to 1 decimal place.</p>","Biography information for Steve Webb","Thornbury and Yate","Steve Webb","2014-10-27","211466"
"http://data.parliament.uk/resources/100539/answer","Department for Work and Pensions","<p /> <p>From the latest data available, 305,840 applications have been made for Funeral Payments in Great Britain between January 2010 and September 2014, the latest data available. In the same period there have been 151,620 refusals.</p><p> </p><p>Table 1 below shows the number of applications and refusals for each year. Note that 2014 data only extends to September thus far.</p><p> </p><table><tbody><tr><td><p> </p></td><td><p>2010</p></td><td><p>2011</p></td><td><p>2012</p></td><td><p>2013</p></td><td><p>2014 (Jan-Sep)</p></td></tr><tr><td><p>Applications</p></td><td><p>66,780</p></td><td><p>70,990</p></td><td><p>66,390</p></td><td><p>62,200</p></td><td><p>39,470</p></td></tr><tr><td><p>Refusals</p></td><td><p>33,350</p></td><td><p>36,330</p></td><td><p>34,540</p></td><td><p>29,200</p></td><td><p>18,190</p></td></tr></tbody></table><p> </p><p> </p><p><strong>Notes</strong></p><p><strong> </strong></p><p>1. These figures do not include applications which were processed clerically and have not yet been entered on to the Social Fund Computer System.</p><p> </p><p>2. The figures given are the number of applications and initial refusals in the given time period and not the number of people who made applications or received awards. An individual may make more than one application in a year. Information on the number of people who made applications and received awards is not available.</p><p>.</p><p>3. The refusal figures given are based on the initial decisions made on each case and may include cases where an award was later made on review.</p><p> </p><p>4. All figures are rounded to the nearest 10.</p>","Biography information for Steve Webb","Thornbury and Yate","Steve Webb","2014-10-27","211468"
