"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/425691","2015-11-06","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what assessment he has made of the objectives and value of the Landfill Communities Fund; what assessment he has made of progress in the reform process of that fund; and if he will make a statement.","Biography information for Mrs Maria Miller","Mrs Maria Miller","House of Commons Tabled Parliamentary Question 2015/16 14582","14582"
"http://data.parliament.uk/resources/425692","2015-11-06","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent assessment his Department has made of the security situation in Sri Lanka; and if he will make a statement.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2015/16 14578","14578"
"http://data.parliament.uk/resources/425693","2015-11-06","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what assessment he has made of whether attacks by ISIL against Iraqi Yazidis constitute to genocide.","Biography information for Graham Jones","Graham Jones","House of Commons Tabled Parliamentary Question 2015/16 14608","14608"
"http://data.parliament.uk/resources/425694","2015-11-05","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what progress there has been on delivering support to NATO aspirant countries since the NATO summit in Wales in 2014.","Biography information for Mr Nigel Dodds","Mr Nigel Dodds","House of Commons Tabled Parliamentary Question 2015/16 14543","14543"
"http://data.parliament.uk/resources/425695","2015-11-06","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, with reference to his oral Answer of 22 October 2015, Official Report, column 444WH, what steps he has taken to assess whether British-manufactured arms have been used in a responsible manner in Yemen.","Biography information for Hilary Benn","Hilary Benn","House of Commons Tabled Parliamentary Question 2015/16 14515","14515"
"http://data.parliament.uk/resources/425696","2015-11-06","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, with reference to his oral Answer of 22 October 2015, Official Report, column 445WH, what steps he has since taken to try and persuade the parties to the conflict to adopt an immediate ceasefire in Yemen.","Biography information for Hilary Benn","Hilary Benn","House of Commons Tabled Parliamentary Question 2015/16 14516","14516"
"http://data.parliament.uk/resources/425697","2015-11-05","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, how many Democratic People's Republic of Korea officials the British Embassy in Pyonyang has met in the last year; and how many such officials were women.","Biography information for Fiona Bruce","Fiona Bruce","House of Commons Tabled Parliamentary Question 2015/16 14505","14505"
"http://data.parliament.uk/resources/425698","2015-11-05","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, if he will request information from the Democratic People's Republic of Korea on the measures it has taken to meet the recommendations of the UN Universal Periodic Review.","Biography information for Fiona Bruce","Fiona Bruce","House of Commons Tabled Parliamentary Question 2015/16 14506","14506"
"http://data.parliament.uk/resources/425699","2015-11-05","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what diplomatic support British Embassies have provided to Rio Tinto in locations where Rio Tinto invests or plans to invest.","Biography information for Ian Lavery","Ian Lavery","House of Commons Tabled Parliamentary Question 2015/16 14507","14507"
"http://data.parliament.uk/resources/425700","2015-11-05","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what assessment he has made of the progress of Pakistan in securing justice for people killed in the 2007 Mumbai attacks.","Biography information for Simon Hoare","Simon Hoare","House of Commons Tabled Parliamentary Question 2015/16 14509","14509"
"http://data.parliament.uk/resources/425701","2015-11-05","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent discussions he has had on extending the list of NATO aspirant countries.","Biography information for Mr Nigel Dodds","Mr Nigel Dodds","House of Commons Tabled Parliamentary Question 2015/16 14546","14546"
"http://data.parliament.uk/resources/425702","2015-11-05","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what his objectives are at the Joint Ministerial Council during the week of 30 November 2015 in respect of central registries of beneficial ownership in the Overseas Territories.","Biography information for Dame  Margaret Hodge","Margaret Hodge","House of Commons Tabled Parliamentary Question 2015/16 14547","14547"
"http://data.parliament.uk/resources/425703","2015-11-06","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what average time his Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14475","14475"
"http://data.parliament.uk/resources/425704","2015-11-06","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, whether it is his policy to (a) support the Safe Schools Declaration which arose from the Oslo conference on safe schools in May 2015 and (b) implement the Guidelines on Protecting Schools and Universities from Military Use during Armed Conflict, published by the Global Coalition to Protect Education from Attack.","Biography information for Hilary Benn","Hilary Benn","House of Commons Tabled Parliamentary Question 2015/16 14484","14484"
"http://data.parliament.uk/resources/425705","2015-11-06","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what reports he has received on whether cluster munitions have been used in Yemen.","Biography information for Hilary Benn","Hilary Benn","House of Commons Tabled Parliamentary Question 2015/16 14485","14485"
"http://data.parliament.uk/resources/425706","2015-11-05","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, if he will raise with the Prime Minister of India during his forthcoming visit the welfare of elephants being trained to work in the tourism industry in that country; and if he will make a statement.","Biography information for Mr David Anderson","Mr David Anderson","House of Commons Tabled Parliamentary Question 2015/16 14480","14480"
"http://data.parliament.uk/resources/425707","2015-11-05","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what discussions the Government has had with the government of Somalia in preparations for elections in that country in 2016; and what assistance the UK has offered for those preparations.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14636","14636"
"http://data.parliament.uk/resources/425708","2015-11-05","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent discussions he has had with the Burmese government about (a) human rights and (b) conduct of the election in November 2015 in that country.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14637","14637"
"http://data.parliament.uk/resources/425709","2015-11-05","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what assessment the Government has made of the potential for Russia to use submarines to monitor internet traffic through undersea cables.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14633","14633"
"http://data.parliament.uk/resources/425710","2015-11-05","Foreign and Commonwealth Office","2015-11-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent discussions he has had with his US counterpart on the return to Afghanistan of Al-Qaeda.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14634","14634"
"http://data.parliament.uk/resources/425711","2015-11-05","Department for International Development","2015-11-03","To ask the Secretary of State for International Development, what recent discussions she has had on preventing an outbreak of cholera in Syria.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14635","14635"
"http://data.parliament.uk/resources/425712","2015-11-06","Department of Health","2015-11-03","To ask the Secretary of State for Health, pursuant to his oral contribution of 28 October 2015, Official Report, column 429, on junior doctors' pay, what assessment he has made of the proportion of the junior doctor workforce that will not have their pay reduced.","Biography information for Heidi Alexander","Heidi Alexander","House of Commons Tabled Parliamentary Question 2015/16 14600","14600"
"http://data.parliament.uk/resources/425713","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, how many applications to the Cancer Drugs Fund from people of Bolton West constituency have been successful; and what the financial value of such applications was.","Biography information for Chris Green","Chris Green","House of Commons Tabled Parliamentary Question 2015/16 14556","14556"
"http://data.parliament.uk/resources/425714","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what steps he is taking to reduce the number of suicides by young men.","Biography information for Dan Jarvis","Dan Jarvis","House of Commons Tabled Parliamentary Question 2015/16 14566","14566"
"http://data.parliament.uk/resources/425715","2015-11-06","Department of Health","2015-11-03","To ask the Secretary of State for Health, when he expects the first patients to be treated in new facilities  at Royal Sussex County Hospital as part of the 3Ts modernisation project.","Biography information for Peter Kyle","Peter Kyle","House of Commons Tabled Parliamentary Question 2015/16 14586","14586"
"http://data.parliament.uk/resources/425716","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what steps his Department is taking to reduce the incidence of TB in the UK.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14655","14655"
"http://data.parliament.uk/resources/425717","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, how many women in each age group have been treated for endometriosis in each of the last five years.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14658","14658"
"http://data.parliament.uk/resources/425718","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what estimate he has made of when Dose Adjustment for Normal Eating programmes will be available throughout the NHS.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14659","14659"
"http://data.parliament.uk/resources/425719","2015-11-06","Department of Health","2015-11-03","To ask the Secretary of State for Health, what estimate he has made of the total amount that will be spent on pay for junior doctors in 2015-16; and how many junior doctors will be employed in that year.","Biography information for Heidi Alexander","Heidi Alexander","House of Commons Tabled Parliamentary Question 2015/16 14585","14585"
"http://data.parliament.uk/resources/425720","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, how many people have been diagnosed with toxic shock syndrome in each of the last five years.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14653","14653"
"http://data.parliament.uk/resources/425721","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what discussions he has had with manufacturers of drugs for the treatment of AIDS on preventing rises in the prices of such drugs.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14654","14654"
"http://data.parliament.uk/resources/425722","2015-11-05","Cabinet Office","2015-11-03","To ask the Minister for the Cabinet Office, how many people in each age group have been diagnosed with mouth cancer in each of the last five years.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14656","14656"
"http://data.parliament.uk/resources/425723","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, which Hospital Trusts have moved out of special measures since the Care Quality Commission inspection regime was introduced; and if he will make a statement.","Biography information for Caroline Ansell","Caroline Ansell","House of Commons Tabled Parliamentary Question 2015/16 14618","14618"
"http://data.parliament.uk/resources/425724","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, how many people have had an aortic aneurysm in each of the last five years.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14657","14657"
"http://data.parliament.uk/resources/425725","2015-11-10","Department of Health","2015-11-03","To ask the Secretary of State for Health, what value of NHS property has been (a) acquired and (b) sold in each (i) parliamentary constituency and (ii) clinical commissioning group area in each of the last five years.","Biography information for Kevin Foster","Kevin Foster","House of Commons Tabled Parliamentary Question 2015/16 14612","14612"
"http://data.parliament.uk/resources/425726","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, how many people in each age group were diagnosed with hepatitis C in each of the last five years.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14651","14651"
"http://data.parliament.uk/resources/425727","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, how many amputations were performed on people with diabetes in each of the last five years.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14652","14652"
"http://data.parliament.uk/resources/425728","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what assessment he has made of (a) changes in the number of cases of, and deaths from rotavirus (b) the number of rotavirus vaccinations given each year and (c) the cost of delivering that programme of vaccinations on an annual basis since the introduction of the rotavirus vaccine in 2013.","Biography information for Andrew Gwynne","Andrew Gwynne","House of Commons Tabled Parliamentary Question 2015/16 14562","14562"
"http://data.parliament.uk/resources/425729","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what recent discussions he has had with manufacturers of drugs for cancer treatment on preventing rises in the prices of such drugs.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14650","14650"
"http://data.parliament.uk/resources/425730","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, how many people in each of the last five years had Tourette's syndrome.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14646","14646"
"http://data.parliament.uk/resources/425731","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what proportion of people diagnosed with cancer in each of the last five years were diagnosed as a result of attending (a) A&E departments, (b) a GP appointment and (c) a consultant appointment.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14647","14647"
"http://data.parliament.uk/resources/425732","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what discussions he has had with clinical bodies on the use of oestrogen to prevent brittle bones.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14648","14648"
"http://data.parliament.uk/resources/425733","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what steps his Department is taking to prevent contamination from breast implants supplied by Silimed of women who have such implants.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14649","14649"
"http://data.parliament.uk/resources/425734","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what assessment he has made of (a) changes in the number of cases of, and deaths from pneumococcal disease (b) the number of pneumococcal conjugate vaccine (PCV) vaccinations given each year and (c) the cost of delivering that programme of vaccinations on an annual basis since the introduction of PCV in 2006.","Biography information for Andrew Gwynne","Andrew Gwynne","House of Commons Tabled Parliamentary Question 2015/16 14561","14561"
"http://data.parliament.uk/resources/425735","2015-11-05","Cabinet Office","2015-11-03","To ask the Minister for the Cabinet Office, how many people have been diagnosed with lung cancer in each of the last five years.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14645","14645"
"http://data.parliament.uk/resources/425736","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what discussions he has had with his international counterparts on developing a global strategy to tackle diabetes.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14643","14643"
"http://data.parliament.uk/resources/425737","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what representations he has made to manufacturers on minimising increases in the price of insulin for treating type 1 diabetes.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14644","14644"
"http://data.parliament.uk/resources/425738","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what his assessment is of the effect of his contractual proposals for junior doctors on the number of hours worked by such doctors in Liverpool.","Biography information for Mrs Louise Ellman","Mrs Louise Ellman","House of Commons Tabled Parliamentary Question 2015/16 14481","14481"
"http://data.parliament.uk/resources/425739","2015-11-06","Department of Health","2015-11-03","To ask the Secretary of State for Health, what recent estimate he has made of the average cost to the NHS of employing a (a) nurse, (b) midwife and (c) doctor; and what forecast he has made of that cost in each year from 2016-17 to 2019-20.","Biography information for Seema Malhotra","Seema Malhotra","House of Commons Tabled Parliamentary Question 2015/16 14478","14478"
"http://data.parliament.uk/resources/425740","2015-11-06","Department of Health","2015-11-03","To ask the Secretary of State for Health, how many publicly-funded cognitive behavioural therapy appointments took place in each clinical commissioning group area in England in each year since 2010.","Biography information for Derek Twigg","Derek Twigg","House of Commons Tabled Parliamentary Question 2015/16 14514","14514"
"http://data.parliament.uk/resources/425741","2015-11-06","Department of Health","2015-11-03","To ask the Secretary of State for Health, what the average waiting time for a cognitive behavioural therapy appointment was in (a) Halton, (b) Merseyside and (c) England in the latest period for which figures are available.","Biography information for Derek Twigg","Derek Twigg","House of Commons Tabled Parliamentary Question 2015/16 14521","14521"
"http://data.parliament.uk/resources/425742","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, what assessment he has made of how many people prescribed drugs funded from the Cancer Drugs Fund are likely to be affected by the planned ending of funding for that fund in March 2016; and if he will make a statement.","Biography information for Mr Roger Godsiff","Mr Roger Godsiff","House of Commons Tabled Parliamentary Question 2015/16 14504","14504"
"http://data.parliament.uk/resources/425743","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, when his Department plans to release estimates of NHS expenditure on mental health services for financial year 2013-14; and if he will make a statement.","Biography information for Mr Barry Sheerman","Mr Barry Sheerman","House of Commons Tabled Parliamentary Question 2015/16 14551","14551"
"http://data.parliament.uk/resources/425744","2015-11-06","Department of Health","2015-11-03","To ask the Secretary of State for Health, how much his Department has spent on health and social care for people aged over 65 in each year since 2009-10.","Biography information for Barbara Keeley","Barbara Keeley","House of Commons Tabled Parliamentary Question 2015/16 14583","14583"
"http://data.parliament.uk/resources/425745","2015-11-06","Department of Health","2015-11-03","To ask the Secretary of State for Health, what estimate he has made of the number and proportion of junior doctors currently not working weekends.","Biography information for Heidi Alexander","Heidi Alexander","House of Commons Tabled Parliamentary Question 2015/16 14584","14584"
"http://data.parliament.uk/resources/425746","2015-11-06","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, pursuant to the Annual Statistics of Scientific Procedures on Living Animals, Great Britain 2014, HC 511, published on 22 October 2015, how many animals of each of the species in that paper were subjected to procedures in establishments in Scotland; and what the (a) purpose and (b) level of security was of those procedures.","Biography information for Kelvin Hopkins","Kelvin Hopkins","House of Commons Tabled Parliamentary Question 2015/16 14610","14610"
"http://data.parliament.uk/resources/425747","2015-11-06","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, with reference to the Annual Statistics of Scientific Procedures on Living Animals, Great Britain 2014, HC 511, published on 22 October 2015, how many animals of each of the species in that paper were subjected to procedures in establishments in Wales; and what the (a) purpose and (b) level of security was of those procedures.","Biography information for Kelvin Hopkins","Kelvin Hopkins","House of Commons Tabled Parliamentary Question 2015/16 14611","14611"
"http://data.parliament.uk/resources/425748","2015-11-06","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, pursuant to page 8 of the consultation document Tackling Exploitation in the Labour Market, published in October 2015, if she will publish research conducted by her Department that shows that there has been a shift from abuses of employment regulation towards increasingly organised criminal activity engaged in labour market exploitation over the last 10 years.","Biography information for Paul Blomfield","Paul Blomfield","House of Commons Tabled Parliamentary Question 2015/16 14607","14607"
"http://data.parliament.uk/resources/425749","2015-11-06","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, what recent estimate she has made of the average cost to a police authority of employing a (a) police officer and (b) police community support officer; and what estimate she has made of that cost in each year from 2016-17 to 2019-20.","Biography information for Seema Malhotra","Seema Malhotra","House of Commons Tabled Parliamentary Question 2015/16 14522","14522"
"http://data.parliament.uk/resources/425750","2015-11-06","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, what average time her Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14474","14474"
"http://data.parliament.uk/resources/425751","2015-11-06","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, how many passports submitted in support of an application for naturalisation as a British citizen were found to have a counterfeit Home Office stamp purporting to grant settlement in each year since 2010.","Biography information for Mr Alistair Carmichael","Mr Alistair Carmichael","House of Commons Tabled Parliamentary Question 2015/16 14486","14486"
"http://data.parliament.uk/resources/425752","2015-11-05","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, what steps the Government is taking to prevent jihadists recruiting young people through social media sites.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14632","14632"
"http://data.parliament.uk/resources/425753","2015-11-05","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, how many seizures of illegal drugs took place in the UK in each of the last five years; and what the value was of the drugs seized in each such case.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14641","14641"
"http://data.parliament.uk/resources/425754","2015-11-06","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, pursuant to the Answer of 21 September 2015 to Question 9220, if she will place in the Library a full breakdown of all refusals since May 2015 for each Standard Occupational Classification code.","Biography information for Mr Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2015/16 14626","14626"
"http://data.parliament.uk/resources/425755","2015-11-06","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, what proportion of its annual income has been held in reserve by Hertfordshire police in each of the last five years.","Biography information for Graham Jones","Graham Jones","House of Commons Tabled Parliamentary Question 2015/16 14665","14665"
"http://data.parliament.uk/resources/425756","2015-11-06","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, what proportion of its annual income has been held in reserve by Lancashire Constabulary in each of the last five years.","Biography information for Graham Jones","Graham Jones","House of Commons Tabled Parliamentary Question 2015/16 14666","14666"
"http://data.parliament.uk/resources/425757","2015-11-06","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, what proportion of its annual income has been held in reserve by Thames Valley Constabulary in each of the last five years.","Biography information for Graham Jones","Graham Jones","House of Commons Tabled Parliamentary Question 2015/16 14667","14667"
"http://data.parliament.uk/resources/425758","2015-11-05","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, how many Syrian refugees arrived in the UK through the Syrian Vulnerable Persons Relocation scheme in October 2015.","Biography information for Mr Alistair Carmichael","Mr Alistair Carmichael","House of Commons Tabled Parliamentary Question 2015/16 14617","14617"
"http://data.parliament.uk/resources/425759","2015-11-06","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, how many transit visas her Department issued to Syrian nationals in each year since 2010.","Biography information for Mary Creagh","Mary Creagh","House of Commons Tabled Parliamentary Question 2015/16 14601","14601"
"http://data.parliament.uk/resources/425760","2015-11-06","Home Office","2015-11-03","To ask the Secretary of State for the Home Department, how many student visas her Department issued to Syrian nationals in each year since 2010.","Biography information for Mary Creagh","Mary Creagh","House of Commons Tabled Parliamentary Question 2015/16 14602","14602"
"http://data.parliament.uk/resources/425761","2015-11-06","Department for International Development","2015-11-03","To ask the Secretary of State for International Development, what support the UK is offering to Yazidi people.","Biography information for Graham Jones","Graham Jones","House of Commons Tabled Parliamentary Question 2015/16 14625","14625"
"http://data.parliament.uk/resources/425762","2015-11-06","Ministry of Justice","2015-11-03","To ask the Secretary of State for Justice, what estimate he has made of the (a) gross and (b) net amount likely to be collected through the criminal courts charge in each of the next five financial years; and how much has been collected since that charge was introduced.","Biography information for Andy Slaughter","Andy Slaughter","House of Commons Tabled Parliamentary Question 2015/16 14487","14487"
"http://data.parliament.uk/resources/425763","2015-11-06","Ministry of Justice","2015-11-03","To ask the Secretary of State for Justice, how many firms have written to the Legal Aid Agency indicating an intention to challenge a decision not to award them a contract in the Criminal Duty Tender; and how many firms have issued legal proceedings in respect of that decision.","Biography information for Andy Slaughter","Andy Slaughter","House of Commons Tabled Parliamentary Question 2015/16 14488","14488"
"http://data.parliament.uk/resources/425764","2015-11-06","Ministry of Justice","2015-11-03","To ask the Secretary of State for Justice, whether he plans to take steps in response to recent allegations made by a former employee of the Legal Aid Agency about irregularities regarding the staffing and process in assessing duty tender bids.","Biography information for Andy Slaughter","Andy Slaughter","House of Commons Tabled Parliamentary Question 2015/16 14489","14489"
"http://data.parliament.uk/resources/425765","2015-11-06","Ministry of Justice","2015-11-03","To ask the Secretary of State for Justice, what the cause of death was on each occasion when a person took their own life in prison in each of the last five years.","Biography information for Luciana Berger","Luciana Berger","House of Commons Tabled Parliamentary Question 2015/16 14517","14517"
"http://data.parliament.uk/resources/425766","2015-11-05","Ministry of Justice","2015-11-03","To ask the Secretary of State for Justice, what the (a) maximum, (b) minimum and (c) average sentence has been for people convicted under (i) Article 137; (ii) Article 139; (iii) Article 140; (iv) Article 141 and (v) Article 142 of the Air Navigation Order 2009 to date.","Biography information for Philip Davies","Philip Davies","House of Commons Tabled Parliamentary Question 2015/16 14563","14563"
"http://data.parliament.uk/resources/425767","2015-11-05","Ministry of Justice","2015-11-03","To ask the Secretary of State for Justice, pursuant to the Answer of 9 October 2015 to Question 10800, when the potential closures of courts will be announced; and if he will make a statement.","Biography information for Caroline Ansell","Caroline Ansell","House of Commons Tabled Parliamentary Question 2015/16 14631","14631"
"http://data.parliament.uk/resources/425768","2015-11-05","Ministry of Justice","2015-11-03","To ask the Secretary of State for Justice, how many (a) prosecutions and (b) convictions there have been under (i) Article 137, (ii) Article 139, (iii) Article 140, (iv) Article 141 and (v) Article 142 of the Air Navigation Order 2009 since those Articles came into effect.","Biography information for Philip Davies","Philip Davies","House of Commons Tabled Parliamentary Question 2015/16 14564","14564"
"http://data.parliament.uk/resources/425769","2015-11-05","Department for Culture, Media and Sport","2015-11-03","To ask the Secretary of State for Culture, Media and Sport, how many meetings the Prime Minister has had with his European counterparts on the Green Paper on Safety and Tourism Accommodation Services COM (2014) 464.","Biography information for Mary Creagh","Mary Creagh","House of Commons Tabled Parliamentary Question 2015/16 14614","14614"
"http://data.parliament.uk/resources/425771","2015-11-06","Speaker's Committee on the Electoral Commission","2015-11-03","To ask the hon. Member for South West Devon, representing the Speaker's Committee on the Electoral Commission, what assessment the Electoral Commission has made of the efficacy of removing the current policy of absent votes on demand in favour of the previous absent votes criteria for the purpose of preventing electoral fraud; and if he will make a statement.","Biography information for Mr Stewart Jackson","Mr Stewart Jackson","House of Commons Tabled Parliamentary Question 2015/16 14593","14593"
"http://data.parliament.uk/resources/425772","2015-11-05","Department for Transport","2015-11-03","To ask the Secretary of State for Transport, what recent representations he has received on the appointment of two community board members to the Dover Harbour Board; and if he will make a statement.","Biography information for Richard Burden","Richard Burden","House of Commons Tabled Parliamentary Question 2015/16 14555","14555"
"http://data.parliament.uk/resources/425773","2015-11-05","Department for Transport","2015-11-03","To ask the Secretary of State for Transport, how many air passengers have made claims against airline companies for flight delays in each of the last five years; and how many such claims have been successful.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14638","14638"
"http://data.parliament.uk/resources/425774","2015-11-05","Department for Transport","2015-11-03","To ask the Secretary of State for Transport, what assessment he has made of the implications for his policies of the recent findings of the UK Flag Advisory Panel on reform of the UK Ship Register.","Biography information for Richard Burden","Richard Burden","House of Commons Tabled Parliamentary Question 2015/16 14615","14615"
"http://data.parliament.uk/resources/425775","2015-11-05","Department for Transport","2015-11-03","To ask the Secretary of State for Transport, with reference to paragraph 15 of the Office of Rail and Road's report, Monitoring Highways England, published in October 2015, what assessment he has made of the adequacy of existing data on the delivery of the road investment programme.","Biography information for Richard Burden","Richard Burden","House of Commons Tabled Parliamentary Question 2015/16 14673","14673"
"http://data.parliament.uk/resources/425776","2015-11-06","Department for Transport","2015-11-03","To ask the Secretary of State for Transport, what assessment his Department has made of the potential merits of cascading Class 319 rolling stock to Southern's Coastway Stopping services once the full fleet of Class 700 trains are in operation on the Thameslink routes.","Biography information for Peter Kyle","Peter Kyle","House of Commons Tabled Parliamentary Question 2015/16 14587","14587"
"http://data.parliament.uk/resources/425777","2015-11-05","Department for Transport","2015-11-03","To ask the Secretary of State for Transport, what steps his Department is taking to ensure that drivers on public transport are trained to assist disabled passengers.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14639","14639"
"http://data.parliament.uk/resources/425778","2015-11-10","Department for Transport","2015-11-03","To ask the Secretary of State for Transport, when he plans to issue guidance on the implementation of the EU Cross Border Enforcement Directive.","Biography information for Graham Stringer","Graham Stringer","House of Commons Tabled Parliamentary Question 2015/16 14493","14493"
